情感值,Likert量值,句平均情感值,Likert量值,内容
39.32,3,19.66,2,很不错哦，止痒。淡淡的香味，京东快递员很负责任哦！
0,0,0,0,可以的
-9.8,-1,-4.9,0,太慢的物流 邮政快递太慢了 又无送货上门。差评  太差了
-4,0,-4,0,没感觉，还不知道效果，用用再说吧
30,3,30,3,好好好好好
10,1,5,0,我觉挺好用的诶，就是味道太大了。。。。不过好用最好啦
6,1,6,1,好。
8.4,1,8.4,1,很好。
0,0,0,0,给我妈妈买的
84,3,84,3,好好好好好好好好好好好好好好
11,1,11,1,还没有用呢，希望好用
32,3,32,3,真心不错，看包装就感觉很棒，但是还没有使用，使用后再评价效果
23,2,23,2,感觉不错，希望有效果。
0,0,0,0,正品，还没有使用，价格搞活动还可以。
15,1,15,1,不错，有了感觉好  下次继续卖
1.4,0,1.4,0,很好，这个价位抢到很值，用后追评！
-5.4,-1,-5.4,-1,物流发货慢，有点小贵，不知效果怎痒
14,1,14,1,还没用，太小了，感觉挺贵的，希望效果不错
26.6,3,26.6,3,快递很快，东西不错实惠
-7,-1,-7,-1,刚用不知道效果怎么样，味难闻
10.8,1,10.8,1,不错，第一次用就有点效果
12,1,12,1,挺好用的，值得再次购买。
19,2,9.5,1,实惠，包装还可以！期待效果
23,2,23,2,还不错，希望快点见效果
1.15,0,1.15,0,货已收到，中药味挺大的，效果还不太确定，要用一段时间才能知道。
12.6,1,12.6,1,很不错，我用了一次感觉有变化
5.09,1,2.54,0,味道挺好的，用完很清爽，效果有一点点吧。顺便吐槽一下这个优速快递，盒子都摔烂了，得有多暴力啊！！！
1.4,0,1.4,0,还没用，具体效果还不知道。
9,1,9,1,正在使用，感觉不错
11.4,1,11.4,1,洗完以后皮肤很紧，很滑，光溜溜的，感觉很好。
0,0,0,0,还没用、等要了在评价
-2,0,-2,0,用了一次，效果还可以吧，还是感觉贵了点
-2,0,-2,0,价钱能再低点就好了
-1.6,0,-0.8,0,今天刚收到货，刚用不知道有没有效。以后在评。
-2.4,0,-2.4,0,闻着药味挺浓的，不知效果怎样，用后再追评！
0,0,0,0,还没用
6,1,6,1,好
20.2,2,20.2,2,用了几次，洗完很舒服，不错。
19,2,9.5,1,包装精美，物流速度也快。物品要使用才知道效果
11.76,1,11.76,1,很好用，很好用！
0,0,0,0,。zzzzzzzz
4,0,4,0,OK
-4,0,-1,0,一般般，。，。。，。。。，
3,0,3,0,今天刚刚拿到，看起来像正品， 但是不是好用，还没用，呵呵
-2.64,0,-2.64,0,用了两次了，还没什么效果！
0,0,0,0,1
9,1,9,1,不错
0,0,0,0,可以吧！
17.8,2,17.8,2,优惠实在，值得购买！
0,0,0,0,应该可以吧！很浓的药味，洗了一次还没什么感觉
9,1,9,1,不错哦用了
-4,0,-4,0,不知道效果咋样
0,0,0,0,收到，有些慢。还没用
8.4,1,8.4,1,用了感觉很好
0,0,0,0,还没有用哦
0,0,0,0,东西没有用
-4,0,-4,0,还没用，不知道效果怎么样。
21.9,2,21.9,2,好的好的，三个呢，没用呢，应该不错！
6,1,6,1,好
18,2,9,1,不错，气味闻起来舒服，还送了架子。效果用过几天再来评价
6,1,6,1,包装完整，产品够小，是否有效，用后才知。
-2.4,0,-2.4,0,味道不对，用了没什么效果
-12,-1,-12,-1,收到了，还没用，不知效果好不好
6,1,6,1,好
10,1,10,1,巧克力关注
9.24,1,9.24,1,很好！！！！！！！！！！！！！！
-4.8,0,-4.8,0,真在用还不知道效果如何
0,0,0,0,实话实说，刚开始用，没啥感觉。
10,1,10,1,东西看着还行还没使用，就是快递太**了超慢
24.2,2,24.2,2,活动时买的，希望效果完美！！
-4.8,0,-4.8,0,还没用～味道还行～
36,3,36,3,好好好好好好
6,1,6,1,好
0,0,0,0,。。。。。。。。。。
15,1,7.5,1,看上去不错，试用看看。好的话再来。
6.8,1,6.8,1,植物除螨√健康祛痘√粉刺黑头√男女通用 季德胜香皂百部提取除螨手工皂固体沐浴露 100g，用了下好像有点效果
25.8,3,25.8,3,金士顿好多好多好多好多话
0,0,0,0,什么玩意，我要的是100g的，给我发了个女士的
13,1,13,1,这个不错，真材实料 关键是能治疗痘痘
-4,0,-4,0,用了一次    还不知道效果咋样
0,0,0,0,还没用，刚收到
-4,0,-4,0,还不知道效果。。。
6,1,6,1,快递太慢，东西刚收到，用了才知道
0,0,0,0,物流有点慢
4,0,4,0,具体来咯哦哦来咯哦泡OK啦可弄
17,2,17,2,宝贝质量还不错的，不过效果要用了才知道好不好。
-4,0,-4,0,刚收到，还不知道效果怎么样
17.1,2,17.1,2,看着像洗衣服的透明皂 很小 期待效果！
4,0,2,0,到货啦，挺香的。不知道用了效果怎么样…
16.4,2,16.4,2,刚收到货，香味很好，还送皂架，搓背巾。
0,0,0,0,39  3块0.75折  最后82买了3块  12期0利率
12.6,1,12.6,1,很不错……
-3,0,-3,0,一般吧，女士专用，发货速度也是像蜗牛一样。
17.4,2,17.4,2,中药的味道很浓，试了一下很清爽，不错，用完再来
15.8,2,7.9,1,包装很好看，送人不错，就是有点小贵。用了，感觉还可以，但一时半会儿是看不到结果的。
8.4,1,8.4,1,很好
12,1,12,1,还没用，闻着挺香的，还送的有小架子，快递太慢了
0,0,0,0,买给小孩子洗澡的！！！！！！
-6.4,-1,-6.4,-1,效果嘛，也不懂怎么说，就觉得有点贵。
0,0,0,0,还没用
12,1,12,1,好好的哦(⊙o⊙)哦(⊙o⊙)哦(⊙o⊙)哦(⊙o⊙)哦
9.9,1,3.3,0,看上去还不错！还没开始用！有股中药味
-3,0,-3,0,一般
0,0,0,0,hhhhhhhhhhhh
0,0,0,0,收到，使用后追评
10,1,10,1,快递慢了点，其他还好
16,2,16,2,还不错，希望有相国，无副作用吧？
20,2,20,2,期待好好的
3.3,0,3.3,0,皂到了，不知有没有效果，试试呗！
6.6,1,6.6,1,刚开始用，还没有明显效果，感觉不错。
0,0,0,0,未用
19.4,2,19.4,2,刚用两次效果很好，挺舒服的。
0,0,0,0,还没有用，过后在追评
11,1,11,1,刚到，还没有用，不过挺期待用下来的效果
3,0,3,0,只用了一次，效果还可以
-1.6,0,-1.6,0,东西还不差值得卖
0,0,0,0,2016/3/22
-2,0,-2,0,味道很重，还没用，效果说不出
10,1,10,1,还行，蛮好用
6,1,6,1,挺好的
0,0,0,0,，，，，
-13.6,-1,-13.6,-1,在使用，不知道效果好不好。。。
0,0,0,0,还没有用，，，，，，，以后评价吧。
53.15,3,6.64,1,包装看起来很高大上。物流也挺快。可能因为所在位置吧。产品要使用后才能知道。昨天才收到货。好评吧。如果产品确实能够除螨那么价钱不贵。不能除螨那么就贵了。
0,0,0,0,和图片描述的一样，使用后再追评
35,3,17.5,2,商品不错 实惠又实用。送货速度快 哈哈
22,2,22,2,已经用了一次，感觉还行，期待效果
28.2,3,28.2,3,包装精美，功效强大，很舒服
21.6,2,7.2,1,东西昨天到的，还没用，效果不知道，味道到是挺喜欢的，有点苦味。快递迟到了一天，我联系客服，客服的态度和执行率超好…用的好会追加，会推荐好友
5.6,1,5.6,1,很好用
13,1,13,1,好用 比想象的效果好
14.4,1,7.2,1,行:很好
14.8,1,14.8,1,用了两次，感觉有点效果，希望越来越好
5.92,1,5.92,1,不知道有没有效果，但很好用
6,1,6,1,好
22,2,22,2,刚刚收到，还没有用过，不知道效果如何，看着挺不错到，闻着味道也挺香的，感觉还不错吧。
0,0,0,0,没感觉
0,0,0,0,刚刚刚刚到，还没来的及用，感觉还可以吧?
0,0,0,0,就是有点小
9,1,9,1,不错。
17.6,2,17.6,2,宝贝收到，还没用呢，快递速度很快
60,3,60,3,好好好好好好好好好好
12.6,1,12.6,1,正在用，卖家很贴心，还送了皂架
5,0,5,0,植物除螨√健康祛痘√粉刺黑头√男女通用 季德胜香皂百部提取除螨手工皂固体沐浴露 100g
13,1,13,1,不错，好用
9,1,9,1,用了一段时间，感觉不错，味道不大！！
0,0,0,0,还可以
4,0,4,0,喜欢，就是不知道用过效果怎么样
5,0,5,0,靠，本来想好评的，不让评价，第一次用，感觉一般般
1.8,0,1.8,0,用了一次了有点效果
29.6,3,14.8,1,刚收到货，看着还行，感觉不错，给个好评。物流很快。
0,0,0,0,可以
7,1,7,1,洗洗更健康
9,1,9,1,东西还不错
0,0,0,0,2016/3/22
0,0,0,0,可以的
14,1,14,1,脸上和背上的痘痘洗了都不痒了 好舒服 用完了再买  ?
-2.4,0,-2.4,0,不知效果，2222220
6,1,6,1,挺好
4,0,4,0,宝贝已收到，不知道效果如何，用过在追评吧
28.2,3,14.1,1,东西用着不错，值得购买。洗着很舒服。
4,0,4,0,用了两天了，挺好用的
0,0,0,0,还可以吧还可以吧还可以吧
21,2,21,2,挺好的要坚持下去就好
10.4,1,10.4,1,货收到了     味道很好   不知道效果怎么样  好的话再来评价
16,2,16,2,好好好用
9,1,9,1,还没用，送了肥皂架等东西，看着不错。
3.6,0,3.6,0,看着挺好还没用呢，就是量有点少
6,1,6,1,好
0,0,0,0,hgcccbkhtfklnbgvnnhcfyilkjf mkgv b
11,1,11,1,的确向评价里说的真是蛮小的，还没用，期待效果，背部总是起痘痘
5,0,5,0,包装不错，还没有使用，不知道效果如何
18,2,18,2,好 好 好
0,0,0,0,试试看吧，刚买回来
16.8,2,16.8,2,东西很好用，中草药，很喜欢
-3,0,-3,0,还是使用中，但是效果不明显
12.6,1,12.6,1,很不错 ！！！
0,0,0,0,2016/3/22
4,0,4,0,快递有问题
8.4,1,8.4,1,看起来很好
11,1,11,1,期待效果
6,1,6,1,还行
6,1,6,1,没用呢    一股好大的药味
9,1,9,1,不错，，，，，，，，，，，，
5,0,5,0,植物除螨√健康祛痘√粉刺黑头√男女通用 季德胜香皂百部提取除螨手工皂固体沐浴露 100g
13,1,13,1,洗了几次感觉还可以，希望做的更好
0,0,0,0,用了两晚，没什么感觉
-5,0,-5,0,还可以，就是贵
5.6,1,5.6,1,发货很快
7.7,1,7.7,1,这个有效果啊！
-1.8,0,-0.9,0,效果还不好说。味道真大啊，整个卫生间都是中药味。
0,0,0,0,东西还可以！
0,0,0,0,还没用
4.4,0,4.4,0,就是快递不咋滴?
0,0,0,0,收到了，用了再来评
0,0,0,0,还没用待用了之后来评
0,0,0,0,还没有用，味道挺大的
1,0,1,0,没有照片上的丰满，不过味道还不错，还没用过不知道效果如何？
-2.4,0,-2.4,0,没有什么效果
12,1,12,1,非常喜欢……………
11.6,1,11.6,1,货刚收到，快递很快，服务好，不知道效果怎么样
0,0,0,0,刚用，过后再说
0,0,0,0,哎！    雕牌啊
9,1,9,1,不错
24.2,2,24.2,2,还不错，买来就先用了，等后面看看效果吧，可以，送的架子也感到很有意思，好！
0,0,0,0,收到，还没用。
4,0,4,0,估计快花甲看空间
8.4,1,8.4,1,很好
24,2,24,2,香味不错，洗了有效果，再来追评
4,0,4,0,快递太慢
0,0,0,0,中药，有点意思
9,1,9,1,用的不错哦，下次再买的
-4.29,0,-4.29,0,货收到了，还没使用，感觉味道不是很好
19,2,19,2,有中药味，包装挺好，挺高大上的
0.86,0,0.86,0,买了3块，送了架子和打泡网，味儿不是很好闻，放卫生间里还没用就很快弥漫了中药味儿，不过也证明真材实料，希望有效。
11,1,11,1,希望好用
0,0,0,0,还没用
10,1,10,1,看起来包装挺精美的，还送了些小礼品，用了再追评。
7,1,7,1,感觉满满的中药味，还没用，希望能有用吧
-4,0,-4,0,还没用，不知道效果怎么样
21.2,2,10.6,1,铺面而来的药香，不刺激，很好闻。还没用
0,0,0,0,收到了，看着还可以。
8,1,8,1,挺香的
0,0,0,0,刚收到   用过再来评论
16.4,2,16.4,2,很好，值得购买
-4.8,0,-4.8,0,没什么效果，只是泡沫不少
4,0,4,0,好用
4,0,4,0,东西收到了，快递太慢了，还没用，用了在追评
0,0,0,0,2016/3/14
7,1,7,1,希望有用。
8.4,1,8.4,1,很好
9,1,9,1,包装挺好，效果有待验证。
-3.9,0,-1.3,0,好*发&amp;！*发*废话！7#减肥*发广告
-4.4,0,-4.4,0,还没使用，不知道效果如何！
0,0,0,0,暂时还没有用
8.4,1,8.4,1,味道很好闻。。
6,1,6,1,今不才到，没来的及用，晚上用了才知道怎么样，看包装跟说明应该不错。
-4,0,-4,0,使用中不知道效果如何……
-7,-1,-7,-1,8888888888888888888错
3.6,0,3.6,0,好像有点儿效果好像有点效果
6,1,6,1,好
-4,0,-4,0,还没用，不知道效果如何
-4,0,-4,0,刚开始使用，还不知道效果怎么样，
-5,0,-2.5,0,用了觉得没那么痒了，痘还是长…小贵的一张块肥皂
5,0,5,0,味道好闻
25.2,3,25.2,3,很好很好很好
19,2,19,2,淡淡的幽香，不错的说
9,1,9,1,看起来不错
0,0,0,0,还没有用
8,1,8,1,还没有用，先赞个
14,1,14,1,还行，香味很谈
-4.8,0,-4.8,0,不好
0,0,0,0,还可以吧！！虽然我还没用！！但我觉得还可以吧！
9,1,9,1,买回来还没用，闻起来还不错。
6,1,6,1,好
14,1,7,1,不错.已经用过
0,0,0,0,还没用，用过再评
9.5,1,4.75,0,还没用不知道效果如何。不过发货速度挺快。
18.4,2,9.2,1,用着还行，闻到很特别。用起来感觉管用。
-6.4,-1,-3.2,0,没有用来放香皂的架子。
-4.62,0,-2.31,0,包装不太好，不像大家评论里的晒图。
-4.4,0,-4.4,0,总的来说，一般般吧！
17,2,17,2,挺好的，快递也好！
19.4,2,19.4,2,刚收到货，还没用，期待用的效果很好。
0,0,0,0,还没用，用后再评价。
8.4,1,8.4,1,好像真的有效果
21.98,2,21.98,2,很舒服，很干净！
4,0,4,0,好用
3,0,1.5,0,一股中药的味道。。。。用完了再来说效果
0,0,0,0,刚收到货，比想象中小点
9,1,9,1,刚收到，感觉不错，还没用，晚上试试
78,3,78,3,好好好好好好好好好好好好好
0,0,0,0,先用这看看
5.6,1,5.6,1,有股药材的味道，很好用哦。
0,0,0,0,昨天收到、还没用，用过之后再做评价
0,0,0,0,1234567890
17.4,2,17.4,2,很好的，不错。。。。。。。
0,0,0,0,东西拿到 用用看啥感觉！
-1.6,0,-1.6,0,不知道咋样
9.5,1,9.5,1,速度快，没用不知道效果怎样
9,1,9,1,用着不错的
6,1,6,1,买来体验一下看看，特价时买的，感觉还行的。
4,0,4,0,好大的药气味，应该可以
4,0,4,0,挺好用
-1.6,0,-1.6,0,不知道，还没用
12.8,1,6.4,1,用了一段时间给评价，比别的好用N倍。味道很棒！
-12,-1,-12,-1,刚开始使用，听朋友说不错，
11,1,11,1,拆开一股中药味，东西还没有用，期待效果。
0,0,0,0,自我感觉。还是可以的，就是有点小了。跟图片中有点不一样。
0,0,0,0,还可以
-8.4,-1,-8.4,-1,没效果 发货慢 差评
9,1,9,1,味道很大，不知道是否管用，坚持用吧
48,3,48,3,哈哈哈哈哈哈哈哈哈哈哈哈哈
0,0,0,0,可以可以可以可以可以可以可以可以可以可以可以可以可以
-48.87,-3,-16.29,-2,不错。中国宝宝，是世界最强宝宝，从小喝着毒奶粉，沐浴在雾霾下，吃着地沟油，打着毒疫苗，顶着随时可能被拐走的危险，还得好好学习，报效祖国，太不容易了！（宝宝心里苦，但从来不说）
0,0,0,0,还没用，有点味
-3.6,0,-3.6,0,味道还好  不知道好不好用
17.4,2,17.4,2,有效果，价格贵了点，不然可以长期购买，值得推荐！
0,0,0,0,东西收到了还没用，等用了后在追加评论
17.4,2,17.4,2,平时背后总是油油的，长了很多痘痘，这个洗澡用了很干爽，还是不错的
0,0,0,0,…～……………………………
-2.8,0,-2.8,0,有点臭啊，效果不知道。
0,0,0,0,先用几天再来评论
1.6,0,1.6,0,肥皂也不大，效果很难很快看到
14,1,14,1,红红火火恍恍惚惚红红火火
9,1,9,1,用着还不错，第一次用
12,1,12,1,好好
33.2,3,33.2,3,试用了一次，很好，很干净，脱胎换骨。
12.6,1,12.6,1,还没用，看上去很不错的
4,0,4,0,药味十足啊    刚收到  还没用     感觉还可以吧   物流挺快啊
9,1,9,1,好评
-7.2,-1,-7.2,-1,还没有使用店家还是不错的
6,1,6,1,好
0,0,0,0,第一次购买！！！！！！待用！！！
6,1,6,1,用用蛮好
11,1,11,1,东西收到，效果期待
3,0,3,0,效果还可以吧，再用用看。
0,0,0,0,东西有点小，不过感觉还可以
6.6,1,6.6,1,感觉还行吧！！！
-3.2,0,-3.2,0,比想象的要小  10*5吧  当然是厘米  应该还要小  还没用退货还来得及么
9,1,9,1,行效果明显
6,1,6,1,感觉挺好的
14,1,14,1,打开后中药味道很大，希望有效果
-3.18,0,-3.18,0,第二次购买了还可以就是卖家真的太马虎老是不写收货地址详细这次快递小哥打电话没有接到本来退回去了 希望卖家不差多写几个字
6,1,6,1,好小
0.6,0,0.3,0,好大的气味，有点刺鼻。不知道用起来咋样
17,2,17,2,不错，挺香的，
42,3,42,3,好好好好好好好
9.9,1,9.9,1,有药味，具体功能有待考察，先好评！
11,1,11,1,货已到手，还没用，期待效果
0,0,0,0,刚刚收到还未使用，待使用后再来追平！
4,0,4,0,挺好用的
2,0,2,0,把录取线拒绝啦咯啦咯啦咯啦咯
38.4,3,38.4,3,好很好哦，闻起来，淡淡的草药味，当然 ，还有一丝香味，希望它能有效的除螨。。。
0,0,0,0,刚刚开始用，应该会不错
12,1,12,1,还在试用期，但效果不错
9,1,9,1,不错
16.4,2,16.4,2,用过之后才知道很好，味道也不浓，挺好的。
-1.6,0,-1.6,0,不知道用怎么样
-2.2,0,-1.1,0,还没用，用后再评价，不过客服的反应时间的提高了！让客人产生误解!
-6,-1,-6,-1,差
-6.4,-1,-6.4,-1,效果嘛，也不懂怎么说，就觉得有点贵。
6,1,6,1,挺好的，还送皂盒
0,0,0,0,还可以
8,1,8,1,香皂还没用，还送了皂架和皂袋！
5.6,1,5.6,1,很好用
9,1,9,1,还不错
11.2,1,11.2,1,实物好小没有图看的大，效果还没用不知道
5,0,5,0,味道还不错   就是不知道效果如何    待使用
3,0,3,0,用了几次，感觉还可以吧，虽然效果不是很明显
0,0,0,0,用了一次，后续再评价
11.4,1,11.4,1,味道很好，等待使用效果
9,1,9,1,东西不错
19.4,2,19.4,2,好用，洗完很光滑舒服
9,1,9,1,不错
8,1,8,1,特价就会买，喜欢精油皂
4.4,0,4.4,0,东西挺好不知道用的怎么样
12.6,1,12.6,1,感觉很不错，还会再次购买的
91.4,3,30.47,3,这款香皂真的不错，淡淡的药香味，泡沫丰富细腻，洗后很舒服，说句实话，真的比普通香皂好很多，当然这可能就是常说的一分价钱一分货。活动时买还是比较合算的。最后谢谢卖家的小礼物，很喜欢。
0,0,0,0,第二次购买了
-4,0,-4,0,买了试试   不知道效果如何
20.3,2,20.3,2,东西很不错，比较满意。
0,0,0,0,哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦
9,1,9,1,品相不错
12,1,12,1,效果不错，就是有点小。
1.4,0,1.4,0,刚刚收到，不知道有否什么效果
-6.5,-1,-6.5,-1,太贵，此普通会香一些
6,1,6,1,好
10,1,10,1,超级好用，满满的药味
3,0,3,0,用了一个星期，背上的红点小了也少了，有效果
0,0,0,0,还可以
9,1,3,0,药味挺重！效果未知。先5星评价效果好了继续购买
0,0,0,0,在用
3.3,0,3.3,0,今天刚收到，看以后的效果吧！！！
0,0,0,0,应该可以
16.8,2,16.8,2,好，确实不错
0,0,0,0,洗了之后很痒别的地方也起了豆豆
2,0,2,0,中药味太浓了，不过用了才知道
4,0,4,0,好用
-2.76,0,-2.76,0,效果真的不好，真的没用
15.6,2,15.6,2,感觉挺好的，用完感觉确实舒服
5,0,5,0,植物除螨√健康祛痘√粉刺黑头√男女通用 季德胜香皂百部提取除螨手工皂固体沐浴露 10
0,0,0,0,一股中药味。
6,1,6,1,还行                 ……
6,1,6,1,一抹药味，还行，没用呢
0,0,0,0,2016/3/22
15,1,15,1,第一次使用，味道是中药的味道，期待有效果
21,2,10.5,1,买了好几次了，家人觉得不错。支持国货。
4,0,4,0,物非所值，真心觉得不咋地
9,1,9,1,螨不螨的不知道，洗了皮肤感觉还不错。
0,0,0,0,凑合
23.25,2,11.62,1,非常不错的！送货的服务也很好
0,0,0,0,东西收到了，用了几天，还可以，
17,2,17,2,有草药的香味，用起来感觉不错
19,2,19,2,用了一段时间才来评价，味道有一些草药味，我挺喜欢这个味道，又可以洗澡，又可以洗脸，挺舒服，祛痘有一些效果了
0,0,0,0,刚到。还没使用。不过闻味道。还可以。
-1.6,0,-1.6,0,还没用，不知道怎样。
0,0,0,0,到货了～
3,0,3,0,效果不是很明显
6,1,6,1,看着好小的个子，还没用
-33,-3,-33,-3,无言，无话可说，差差着差差着，特别快递服务差，3月1斗日下的单，24日收，还是追问商家后得到的信息，服了，今时这样的服务，
10,1,10,1,好用，支持本家
12,1,12,1,东西看起来不错，就是感觉有点小，用用看看效果
18.2,2,18.2,2,很好用，之前用过很不错
6,1,6,1,还行
25.9,3,25.9,3,商品不错，价格便宜，好评！
8.64,1,2.16,0,看着还行，还没来的及用呢！不知道效果怎么样！不是有赠品吗？怎么没发来呢……
33.2,3,33.2,3,不错 效果真的不错 可以买的产品 就是太小期待大包装
9,1,4.5,0,不错……就是味道很浓
0,0,0,0,还没有用，用了在给评价。
17,2,17,2,东西收到，还没有，希望效果和价格成比例，有效果还会继续购买
6,1,6,1,好
-5.45,-1,-5.45,-1,没有说的那么好，，，，，
8.4,1,8.4,1,产品质量很好，下次还会买。
0,0,0,0,用后在说
6,1,6,1,好。。。。。。。。。。
8.4,1,8.4,1,人参味很重，第一次闻，不习惯，后来感觉还好，洗完皮肤不干燥……
5.6,1,5.6,1,很好用，下次会继续光顾。
-13.6,-1,-13.6,-1,还没用，不知道效果好不好，用了以后再来评
12.6,1,12.6,1,还行吧，控油挺好的！
9,1,9,1,不错的
-2.4,0,-2.4,0,还没有效果，再试试
6,1,6,1,还是可以的，我也喜欢这个气味
7,1,7,1,挺好用，实际效果还需要时间验证。
-4.8,0,-4.8,0,有个中药味，用着没啥特别感觉
0,0,0,0,非常好？！！！！！！
17,2,17,2,香皂收到，用了一下，还不错
0,0,0,0,正在试用
-5.45,-1,-5.45,-1,没有想象中那么好，下次不会买了
0,0,0,0,我，我自己的确如此没想到：
6,1,6,1,好
13.13,1,13.13,1,产品很好，痘痘都消了不少，味道也没那么难闻啦，还是可以接受的…
9.8,1,9.8,1,很过分很丰富好刚刚给
0,0,0,0,用处不大，洗了两周，痘痘还有。。。
-1.8,0,-1.8,0,效果不是特别明显，先用着
-2.64,0,-1.32,0,没什么效果啊！用了倒是长痘了
-3,0,-3,0,效果不明显
9,1,9,1,试试看吧好评先给吧
20.4,2,20.4,2,首先东西包装精美，是正品，再着产品有一点药香味，应该含有中药，现在正在使用中，好用会追评的。
12.22,1,12.22,1,用了几天才来评，还没感觉太有效果，有待继续用看看吧，、好会再来！
9.9,1,9.9,1,还未使用，应该不错吧！
-4,0,-4,0,一般般般般般般般般般
4,0,2,0,还可以第二次购买了！省事
0,0,0,0,中药味儿很浓
96,3,96,3,好好好好好好好好好好好好好好好好
9,1,9,1,不错，就是小了点
-7.8,-1,-7.8,-1,物流太差
0,0,0,0,捡肥皂
14.4,1,14.4,1,好，，， ，，，，，，，，，，很好
0,0,0,0,，
1.6,0,1.6,0,感觉不出有什么不同，用完了也没觉得有什么效果
12.6,1,12.6,1,用了感觉很不错。
9,1,9,1,习惯好评。
0,0,0,0,dhjfd$jutf&amp;iudfh*
-2.8,0,-1.4,0,商品已收到，还未使用，不知道效果如何。包装稍微简单点。
-3,0,-3,0,感觉一般
9,1,9,1,蛮不错的......
9.8,1,9.8,1,很满意.
7,1,7,1,有效果，可以，以后会再来。
0,0,0,0,用了几天，感觉还可以
20.2,2,20.2,2,用着不错很喜欢
1.2,0,1.2,0,还行就是味道不好
8,1,4,0,看着舒服。还没有用。
0.6,0,0.6,0,使用感觉一般，有一股子中药味道，但是使用的效果没什么效果，*个肥皂，使用的就是效果
0,0,0,0,很有用啊，，买了又买，买了又买，
15.6,2,7.8,1,还行吧！经常用用不错
12,1,12,1,试用几天效果不错
3,0,3,0,效果没那么明显
15.8,2,15.8,2,收到货了，还好，并且送了一个肥皂架，很满意
16.4,2,16.4,2,用这个洗澡很好，睡眠安心
6,1,6,1,还行
-7.92,-1,-3.96,0,没啥效果！不好！！！！
10.2,1,10.2,1,效果真的好明显的，感觉原本背上的痘痘用了一段时间后都没了
6,1,6,1,挺好的
0,0,0,0,666666666
15,1,15,1,用着还行不错
4,0,4,0,物流快'还没用'以后再来评价
1.8,0,1.8,0,还可以，有点效果，但是使用后皮肤有点蜕皮
9,1,9,1,不错。
11.62,1,2.91,0,貌似对本人没啥效果！背上还是很多红疙瘩！5555....味道倒是蛮好的，用了也蛮舒服！
14,1,14,1,好 就是价格稍贵  支持本地品牌  希望自己争气
17.2,2,17.2,2,正在使用中，洗的很舒服，感觉挺好
6,1,6,1,用起来感觉一般，没用多久，暂时给好评
13,1,13,1,用了几天不错，都快用完了
21.8,2,21.8,2,好东西，便宜，实惠！！！！！
24.56,2,24.56,2,很浓但不刺鼻的中药味，大品牌信得过，刚开始用，皮肤很舒服，去螨虫效果会追加评价的
22.2,2,22.2,2,挺不错的，秒杀价格超级给力！
2.08,0,2.08,0,用了两次，好使不好使不知道那
0,0,0,0,还没用过 感觉还可以！
0,0,0,0,使用中…静观后效
27,3,27,3,不错不错不错
9,1,9,1,好评
7,1,7,1,希望有用撒，用了一次
6,1,6,1,还行吧，使用快一个月，反正背上的痘痘也还有，不多，或许是季节原因，毕竟春天衣物比冬天穿的少
17.6,2,5.87,1,送货挺快！和描述的一样！期待好用！
14,1,14,1,买来还没用，希望有效果，就是小了点。
0,0,0,0,。。。。。。。
-4,0,-4,0,一般般
10.6,1,10.6,1,可以，泡沫细腻，很好用。
9.24,1,4.62,0,味道很好!洗澡用
9,1,9,1,看广告打的不错所以买来用用，正在使用用，
0,0,0,0,还没有使用过。
0,0,0,0,用的还可以，太小了
8.4,1,8.4,1,很好，有一股浓浓的中药味
-3,0,-3,0,产品一般。
4,0,4,0,还不错，就是小贵，，，，，
0,0,0,0,有草药味，还可以
3,0,3,0,还没用，过几天试试看效果怎么样
21,2,21,2,天然植物精华，自然呵护肌肤
8.4,1,8.4,1,很好，用了几次了
0,0,0,0,太小
22,2,22,2,香皂不大，有淡淡的药草味，先相信老牌子，用了以后追评
0,0,0,0,。.........
144,3,9,1,不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。不错，一直在用。
0,0,0,0,………………………………
9,1,4.5,0,效果还好。感觉真的有祛螨。
-2.73,0,-2.73,0,用时一股味道，用完感觉味道没那么重了，感觉没多大效果
6,1,6,1,好
-2.66,0,-1.33,0,很不错，多年的顽疾都洗掉了！有长小的硬的粉刺一样的颗粒可以试试这款皂
-2.4,0,-2.4,0,用了一次，还没出效果
3.4,0,3.4,0,味道不是香的，但是应该很有效，闻着就像药的味道
-1.4,0,-0.7,0,可以，气味适合我。还没使用，不知效果怎样，等用后再做详评。
11,1,11,1,中药味十足，期待使用效果
-8,-1,-4,0,有股中药味，泡沫挺多。不知道实际效果如何，肉眼也看不见螨虫。
0,0,0,0,?
13.2,1,3.3,0,现在卫生间里全是这个香皂的味儿，淡淡的挺好闻。使用完不会觉得很干。 真的是好小的一块儿啊。包装盒到是挺复杂，过度包装了。
6,1,6,1,还没用，包装挺好的，用过后再追评吧！
-13.6,-1,-6.8,-1,还没有用呢！不知道效果好不好
11.2,1,11.2,1,用着很舒服，身上也不痒了，继续买
9.4,1,3.13,0,收到了?，物流有些慢，送货小哥态度很好，值得表扬。闻起来气味很大，还没有用过。
-5,0,-5,0,用了两天，感觉效果不怎么样，再等等看后期吧
